URN:CornellLabOfOrnithology:EBIRD:OBS147520126	2012-04-09 11:39:57	541	species	Bufflehead	Bucephala albeola			1				United States	US	New York	US-NY	Kings	US-NY-047		30			Canarsie Beach Park	L609644	H	40.6258911	-73.8972616	2012-04-08	08:10:00	obsr106513	Tom	Preston	S10388254	eBird - Traveling Count	EBIRD	45	.966		2	1	G387354	0	1	0		Observers: Tom & Jo Ann Preston		
URN:CornellLabOfOrnithology:EBIRD:OBS132929529	2017-02-15 19:56:49	541	species	Bufflehead	Bucephala albeola			18				United States	US	New York	US-NY	Tompkins	US-NY-109		13			Hog Hole (Allan H. Treman State Marine Park)	L99382	H	42.4618954	-76.5190244	2011-12-14	08:26:00	obsr14774	Chris	Wood	S9334000	eBird - Traveling Count	EBIRD	46	1.609		1	1		0	1	0		A very nice day. Mostly clear. Calm. I was hoping for Purple Sandpiper, given the large number along Lake Ontario, but no luck. The biggest surprise was a HOUSE WREN -- the latest that I have seen in Tompkins County and the latest recorded in eBird.----Mostly Clear--33 °F (1 °C)&#9;--Humidity:&#9;89 %--Wind Speed:&#9;E 3 MPH--Barometer:&#9;30.37" (1029.6 mb)--Dewpoint:&#9;30 °F (-1 °C)--Visibility:&#9;7.00 mi.		
URN:CornellLabOfOrnithology:EBIRD:OBS77563798	2017-03-05 10:54:00	4319	species	Ring-billed Gull	Larus delawarensis			25				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.		
URN:CornellLabOfOrnithology:EBIRD:OBS77563799	2017-03-05 10:54:00	1567	species	Common Loon	Gavia immer			10				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.		
URN:CornellLabOfOrnithology:EBIRD:OBS166757414	2013-10-31 12:51:26	541	species	Bufflehead	Bucephala albeola			X				United States	US	New York	US-NY	New York	US-NY-061	US-NY_2793	30			Central Park	L191106	H	40.7715482	-73.9724819	2012-03-14	10:00:00	obsr338435	Kathy	Drake	S11809019	eBird - Traveling Count	EBIRD	240	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS77563797	2017-03-05 10:54:00	277	species	Canada Goose	Branta canadensis			1225				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.		
URN:CornellLabOfOrnithology:EBIRD:OBS77563807	2017-03-05 10:54:00	540	species	Long-tailed Duck	Clangula hyemalis			27				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.	Flying in groups of 4 to 7 upstream (SW).	
URN:CornellLabOfOrnithology:EBIRD:OBS78761601	2015-03-08 18:09:00	541	species	Bufflehead	Bucephala albeola			31				United States	US	New York	US-NY	Westchester	US-NY-119	US-NY_1759	30			Marshlands Conservancy	L109149	H	40.9531117	-73.7012273	2008-01-06	12:45:00	obsr34362	Frank	Guida	S5604541	eBird - Traveling Count	EBIRD	90	2.414			1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS77563800	2017-03-05 10:54:00	543	species	Common Goldeneye	Bucephala clangula			20				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.	All flying in several groups upstream.	
URN:CornellLabOfOrnithology:EBIRD:OBS77563804	2017-03-05 10:54:00	4371	species	Great Black-backed Gull	Larus marinus			3				United States	US	New York	US-NY	St. Lawrence	US-NY-089	US-NY_802				Coles Creek SP--Campground	L800741	H	44.8913831	-75.1479542	2009-11-01	08:20:00	obsr60015	Jeffrey	Bolsinger	S5522597	eBird - Stationary Count	EBIRD	50			1	1		0	1	0		Small movement of Long-tailed Ducks,Bufflehead, and Common Goldeneye flying upstream (SW).  I''ve noted similar movement of birds along the St. Lawrence River during migration when the winds were right (downstream in spring, upstream in fall), but these movements have always been modest.		
URN:CornellLabOfOrnithology:EBIRD:OBS53093687	2014-01-22 20:22:49	541	species	Bufflehead	Bucephala albeola			X				United States	US	New York	US-NY	Seneca	US-NY-099	US-NY_1726	13	USFWS_268		Montezuma NWR--Wildlife Drive	L267814	H	42.9817483	-76.7353284	2008-04-27		obsr90279	Joseph	Slattery	S3818876	eBird - Casual Observation	EBIRD					1		0	1	0				
