"URN:CornellLabOfOrnithology:EBIRD:OBS102170327	2017-01-19 18:18:31	2	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS101754273	2013-01-11 14:51:08	1	US-NY_782	30	Dam Pond	L137721"
"URN:CornellLabOfOrnithology:EBIRD:OBS97918211	2013-12-11 15:52:16	1	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS97918212	2013-12-11 15:52:16	3	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS99550192	2014-10-27 09:54:23	X	30	Wagner College	L290964	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS126921213	2017-05-25 11:37:33	1	US-NY_759	13	Black Pond WMA	L2333009"
"URN:CornellLabOfOrnithology:EBIRD:OBS104656764	2012-09-06 10:45:04	27	28	Cascadilla Cr (Caroline to Genung)	L142665	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS122189809	2015-02-04 20:19:53	1	28	***Fitz Home - upper loop	L131883	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS92185335	2015-03-14 15:47:01	1	US-NY_862	30	Prospect Park	L109516"
"URN:CornellLabOfOrnithology:EBIRD:OBS95776940	2015-09-13 07:56:32	2	US-NY_1722	30	Jamaica Bay Wildlife Refuge	L165143"
"URN:CornellLabOfOrnithology:EBIRD:OBS108669920	2013-09-07 19:03:48	1	28	Smithboro	L687311	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS103373179	2013-08-08 11:13:07	5	13	Oatka Creek Park	L140441	H"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449041	2013-12-11 15:52:15	3	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449051	2013-12-11 15:52:15	2	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS96449053	2013-12-11 15:52:15	2	13	Hall Farmhouse & Yards	L614478	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS83531675	2015-03-14 15:47:01	8	US-NY_862	30	Prospect Park	L109516"
"URN:CornellLabOfOrnithology:EBIRD:OBS100344888	2013-05-21 16:23:35	1	28	Whaupaunaucau State Forest	L1013046	P"
"URN:CornellLabOfOrnithology:EBIRD:OBS114858612	2013-08-08 12:08:25	1	US-NY_1723	13	Grandview Heights	L856113"
"URN:CornellLabOfOrnithology:EBIRD:OBS122809490	2015-05-07 17:05:10	1	28	Boyer Creek Farm Pond Trail	L122741	P"
